id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,nom_commune,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,lot1_surface_carrez,lot2_surface_carrez,lot3_surface_carrez,lot4_surface_carrez,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,day_mutation,month_mutation
2021-2272,2021-06-30,2,Vente,300000.0,1810.0,,RTE DU SUC,0050,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0892,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,1984.0,,,30,6
2021-2272,2021-06-30,2,Vente,300000.0,1810.0,,RTE DU SUC,0050,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0892,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,1984.0,,,30,6
2021-2272,2021-06-30,2,Vente,300000.0,1810.0,,RTE DU SUC,0050,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0893,,,,,,,0,,,,,S,sols,,,8.0,,,30,6
2021-2272,2021-06-30,2,Vente,300000.0,,,DOMAINE DU SUC,B052,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0895,,,,,,,0,,,,,S,sols,,,333.0,,,30,6
2021-2272,2021-06-30,2,Vente,300000.0,,,DOMAINE DU SUC,B052,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0896,,,,,,,0,,,,,S,sols,,,39.0,,,30,6
2021-2272,2021-06-30,2,Vente,300000.0,,,DOMAINE DU SUC,B052,1960.0,Saint-André-sur-Vieux-Jonc,,,013360000B0897,,,,,,,0,,,,,T,terres,,,114.0,,,30,6
2021-2275,2021-06-30,2,Vente,170000.0,,,CORSANT,B008,1540.0,Perrex,,,012910000C0925,,,,,,,0,,,,,J,jardins,,,695.0,,,30,6
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0954,,,,,,,0,,,,,AB,terrains a bâtir,,,1303.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0955,,,,,,,0,,,,,AB,terrains a bâtir,,,491.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0956,,,,,,,0,,,,,AB,terrains a bâtir,,,258.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0957,,,,,,,0,,,,,AB,terrains a bâtir,,,407.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0958,,,,,,,0,,,,,AB,terrains a bâtir,,,115.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0959,,,,,,,0,,,,,AB,terrains a bâtir,,,166.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0960,,,,,,,0,,,,,AB,terrains a bâtir,,,617.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0961,,,,,,,0,,,,,AB,terrains a bâtir,,,557.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0962,,,,,,,0,,,,,AB,terrains a bâtir,,,504.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0963,,,,,,,0,,,,,AB,terrains a bâtir,,,731.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0964,,,,,,,0,,,,,AB,terrains a bâtir,,,788.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0965,,,,,,,0,,,,,AB,terrains a bâtir,,,592.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0966,,,,,,,0,,,,,AB,terrains a bâtir,,,522.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0967,,,,,,,0,,,,,AB,terrains a bâtir,,,414.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0968,,,,,,,0,,,,,AB,terrains a bâtir,,,1144.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0976,,,,,,,0,,,,,AB,terrains a bâtir,,,369.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0977,,,,,,,0,,,,,AB,terrains a bâtir,,,420.0,,,2,7
2021-2276,2021-07-02,2,Vente,170000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0978,,,,,,,0,,,,,AB,terrains a bâtir,,,485.0,,,2,7
2021-2292,2021-07-02,2,Vente,100000.0,,,LES CREUSES,B030,1270.0,Villemotier,,,01445000ZM0151,,,,,,,0,,,,,S,sols,,,3.0,,,2,7
2021-2292,2021-07-02,2,Vente,100000.0,,,LES CREUSES,B030,1270.0,Villemotier,,,01445000ZM0152,,,,,,,0,,,,,S,sols,,,108.0,,,2,7
2021-2294,2021-07-12,1,Vente,46742.4,,,TERRES DES MAVAUVRES,B128,1370.0,Meillonnas,,,01241000ZM0130,,,,,,,0,,,,,AB,terrains a bâtir,,,267.0,,,12,7
2021-2306,2021-07-02,1,Vente,25000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0969,,,,,,,0,,,,,AB,terrains a bâtir,,,164.0,,,2,7
2021-2306,2021-07-02,1,Vente,25000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0970,,,,,,,0,,,,,AB,terrains a bâtir,,,347.0,,,2,7
2021-2306,2021-07-02,1,Vente,25000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0971,,,,,,,0,,,,,AB,terrains a bâtir,,,532.0,,,2,7
2021-2306,2021-07-02,1,Vente,25000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0972,,,,,,,0,,,,,AB,terrains a bâtir,,,556.0,,,2,7
2021-2306,2021-07-02,1,Vente,25000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0973,,,,,,,0,,,,,AB,terrains a bâtir,,,187.0,,,2,7
2021-2306,2021-07-02,1,Vente,25000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0974,,,,,,,0,,,,,AB,terrains a bâtir,,,55.0,,,2,7
2021-2306,2021-07-02,1,Vente,25000.0,,,CROIX DES LAVES,B048,1250.0,Simandre-sur-Suran,,,014080000D0975,,,,,,,0,,,,,AB,terrains a bâtir,,,10.0,,,2,7
2021-2318,2021-07-02,1,Vente,69000.0,,,LAVAL,B030,1310.0,Montracol,,,012640000A1799,,,,,,,0,,,,,P,prés,,,755.0,,,2,7
2021-2320,2021-07-13,1,Vente,67000.0,,,LAVAL,B030,1310.0,Montracol,,,012640000A1800,,,,,,,0,,,,,P,prés,,,789.0,,,13,7
2021-2321,2021-07-09,1,Vente,67000.0,,,LAVAL,B030,1310.0,Montracol,,,012640000A1803,,,,,,,0,,,,,P,prés,,,730.0,,,9,7
2021-2328,2021-07-15,3,Vente,80000.0,,,VIER,B067,1290.0,Saint-Jean-sur-Veyle,,,013650000B1316,,,,,,,0,,,,,P,prés,,,868.0,,,15,7
2021-2328,2021-07-15,3,Vente,80000.0,,,VIER,B067,1290.0,Saint-Jean-sur-Veyle,,,013650000B1317,,,,,,,0,,,,,P,prés,,,5.0,,,15,7
2021-2332,2021-07-05,2,Vente,19140.0,,,PUITS GUILLEMIN,B311,1750.0,Replonges,,,01320000AM0207,,,,,,,0,,,,,T,terres,,,348.0,,,5,7
2021-2342,2021-07-08,2,Vente,211573.67,,,TEPPES DU CHENE,B108,1250.0,Ceyzériat,,,01072000AM0932,,,,,,,0,,,,,T,terres,,,3961.0,,,8,7
2021-2342,2021-07-08,2,Vente,211573.67,,,TEPPES DU CHENE,B108,1250.0,Ceyzériat,,,01072000AM0933,,,,,,,0,,,,,T,terres,,,158.0,,,8,7
2021-2342,2021-07-08,2,Vente,211573.67,,,TEPPES DU CHENE,B108,1250.0,Ceyzériat,,,01072000AM0934,,,,,,,0,,,,,T,terres,,,3.0,,,8,7
2021-2342,2021-07-08,2,Vente,211573.67,,,TEPPES DU CHENE,B108,1250.0,Ceyzériat,,,01072000AM0935,,,,,,,0,,,,,P,prés,,,971.0,,,8,7
2021-2342,2021-07-08,2,Vente,211573.67,,,BERNOIJAUNE,B011,1250.0,Ceyzériat,,,01072000AM0938,,,,,,,0,,,,,P,prés,,,3608.0,,,8,7
2021-2342,2021-07-08,2,Vente,211573.67,,,BERNOIJAUNE,B011,1250.0,Ceyzériat,,,01072000AM0939,,,,,,,0,,,,,P,prés,,,146.0,,,8,7
2021-2348,2021-07-03,2,Vente,50000.0,,,RUE DU PETIT MONTHOLON,3030,1000.0,Bourg-en-Bresse,,,01053000AI0384,,,,,,,0,,,,,S,sols,,,484.0,,,3,7
2021-2359,2021-07-01,2,Vente,75000.0,200.0,,IMP DE LA CHANDELIERE,0155,1250.0,Montagnat,,,01254000AS0179,,,,,,,0,4.0,Local industriel. commercial ou assimilé,64.0,0.0,,,,,,,,1,7
2021-2359,2021-07-01,2,Vente,75000.0,200.0,,IMP DE LA CHANDELIERE,0155,1250.0,Montagnat,,,01254000AS0179,,,,,,,0,1.0,Maison,112.0,5.0,,,,,,,,1,7
2021-2359,2021-07-01,2,Vente,75000.0,,,CHAMP PELON,B017,1250.0,Montagnat,,,01254000AS0181,,,,,,,0,,,,,T,terres,,,36.0,,,1,7
2021-2374,2021-07-16,1,Vente,157000.0,,,PETIT BAGNE,B041,1290.0,Saint-Jean-sur-Veyle,,,013650000B1308,,,,,,,0,,,,,P,prés,,,1902.0,,,16,7
2021-2374,2021-07-16,1,Vente,157000.0,,,PETIT BAGNE,B041,1290.0,Saint-Jean-sur-Veyle,,,013650000B1309,,,,,,,0,,,,,P,prés,,,240.0,,,16,7
2021-2375,2021-07-16,2,Vente,2000.0,,,PETIT BAGNE,B041,1290.0,Saint-Jean-sur-Veyle,,,013650000B1310,,,,,,,0,,,,,P,prés,,,6093.0,,,16,7
2021-2381,2021-07-19,2,Vente,69000.0,,,LA BARONNE,B001,1240.0,Certines,,,01069000AA0099,,,,,,,0,,,,,P,prés,,,601.0,,,19,7
2021-2383,2021-07-20,2,Vente,35000.0,,,CHE DE LA CHASSIERE,0050,1250.0,Revonnas,,,013210000B1344,,,,,,,0,,,,,S,sols,,,5.0,,,20,7
2021-2384,2021-07-20,2,Vente terrain à bâtir,40383.0,,,LES PLATIERES,B103,1560.0,Saint-Trivier-de-Courtes,,,013880000B0811,,,,,,,0,,,,,AB,terrains a bâtir,,,1115.0,,,20,7
2021-2393,2021-07-02,2,Vente,6000.0,,,LIMEROL,B179,1570.0,Feillens,,,01159000AE0429,,,,,,,0,,,,,P,prés,,,102.0,,,2,7
2021-2394,2021-06-30,2,Vente,225000.0,,,VILLE,B010,1380.0,Bâgé-le-Châtel,,,010260000A1183,,,,,,,0,,,,,T,terres,,,21.0,,,30,6
2021-2394,2021-06-30,2,Vente,225000.0,,,VILLE,B010,1380.0,Bâgé-le-Châtel,,,010260000A1184,,,,,,,0,,,,,S,sols,,,39.0,,,30,6
2021-2432,2021-06-24,1,Vente,85000.0,1681.0,,RTE DE MONTREVEL,0400,1380.0,Bâgé-Dommartin,,,010250000F2851,,,,,,,0,1.0,Maison,110.0,4.0,S,sols,,,590.0,,,24,6
2021-2432,2021-06-24,1,Vente,85000.0,1681.0,,RTE DE MONTREVEL,0400,1380.0,Bâgé-Dommartin,,,010250000F2851,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,590.0,,,24,6
2021-2432,2021-06-24,1,Vente,85000.0,,,AU TREMBLIERE,B299,1380.0,Bâgé-Dommartin,,,010250000F2852,,,,,,,0,,,,,S,sols,,,94.0,,,24,6
2021-2432,2021-06-24,1,Vente,85000.0,,,AU TREMBLIERE,B299,1380.0,Bâgé-Dommartin,,,010250000F2856,,,,,,,0,,,,,S,sols,,,51.0,,,24,6
2021-2432,2021-06-24,1,Vente,85000.0,1661.0,,RTE DE MONTREVEL,0400,1380.0,Bâgé-Dommartin,,,010250000F2858,,,,,,,0,1.0,Maison,75.0,4.0,S,sols,,,1018.0,,,24,6
2021-2432,2021-06-24,1,Vente,85000.0,,,AU TREMBLIERE,B299,1380.0,Bâgé-Dommartin,,,010250000F2862,,,,,,,0,,,,,S,sols,,,577.0,,,24,6
2021-2432,2021-06-24,1,Vente,85000.0,,,AU TREMBLIERE,B299,1380.0,Bâgé-Dommartin,,,010250000F2863,,,,,,,0,,,,,S,sols,,,218.0,,,24,6
2021-2448,2021-07-15,1,Vente,115000.0,5104.0,,VIER,B067,1290.0,Saint-Jean-sur-Veyle,,,013650000B1311,,,,,,,0,1.0,Maison,99.0,2.0,S,sols,,,1510.0,,,15,7
2021-2448,2021-07-15,1,Vente,115000.0,,,VIER,B067,1290.0,Saint-Jean-sur-Veyle,,,013650000B1312,,,,,,,0,,,,,S,sols,,,38.0,,,15,7
2021-2448,2021-07-15,1,Vente,115000.0,,,VIER,B067,1290.0,Saint-Jean-sur-Veyle,,,013650000B1313,,,,,,,0,,,,,S,sols,,,46.0,,,15,7
2021-2448,2021-07-15,1,Vente,115000.0,,,VIER,B067,1290.0,Saint-Jean-sur-Veyle,,,013650000B1314,,,,,,,0,,,,,AB,terrains a bâtir,,,505.0,,,15,7
2021-2448,2021-07-15,1,Vente,115000.0,,,VIER,B067,1290.0,Saint-Jean-sur-Veyle,,,013650000B1315,,,,,,,0,,,,,S,sols,,,8.0,,,15,7
2021-2457,2021-06-30,2,Vente,86020.0,,,RUE DU BOURG,0054,1750.0,Replonges,,,01320000AC0199,,,,,,,0,,,,,T,terres,LEGUM,Légumière de plein champ,2233.0,,,30,6
2021-2460,2021-06-30,1,Vente,74440.0,,,RUE DU BOURG,0054,1750.0,Replonges,,,01320000AC0198,,,,,,,0,,,,,T,terres,LEGUM,Légumière de plein champ,1063.0,,,30,6
2021-2475,2021-07-23,2,Vente,252000.0,5077.0,,VILLAGE D EN BAS,B131,1250.0,Ramasse,,,013170000C0839,,,,,,,0,1.0,Maison,147.0,4.0,S,sols,,,384.0,,,23,7
2021-2475,2021-07-23,2,Vente,252000.0,5077.0,,VILLAGE D EN BAS,B131,1250.0,Ramasse,,,013170000C0839,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,384.0,,,23,7
2021-2475,2021-07-23,2,Vente,252000.0,56.0,,RTE DU VIADUC,0129,1250.0,Ramasse,,,013170000C0841,,,,,,,0,1.0,Maison,114.0,5.0,S,sols,,,103.0,,,23,7
2021-2475,2021-07-23,2,Vente,252000.0,,,LES MOLASSES,B078,1250.0,Ramasse,,,013170000C0843,,,,,,,0,,,,,P,prés,,,651.0,,,23,7
2021-2480,2021-07-09,2,Vente,49000.0,,,LA POIPE,B080,1380.0,Saint-Cyr-sur-Menthon,,,01343000ZM0712,,,,,,,0,,,,,S,sols,,,611.0,,,9,7
2021-2481,2021-07-27,2,Vente,7000.0,,,LE BIOLAY,B006,1270.0,Beaupont,,,01029000ZO0136,,,,,,,0,,,,,P,prés,,,726.0,,,27,7
2021-2481,2021-07-27,2,Vente,7000.0,,,LE BIOLAY,B006,1270.0,Beaupont,,,01029000ZO0138,,,,,,,0,,,,,S,sols,,,885.0,,,27,7
2021-2495,2021-07-08,2,Vente,220000.0,289.0,,RUE DU MOTTIER,0565,1750.0,Replonges,,,01320000AH0164,,,,,,,0,1.0,Maison,86.0,3.0,,,,,,,,8,7
2021-2497,2021-07-13,2,Vente,170000.0,625.0,,RUE DES MORELLES,0142,1310.0,Polliat,,,01301000AD0123,,,,,,,0,1.0,Maison,108.0,5.0,,,,,,,,13,7
2021-2497,2021-07-13,2,Vente,170000.0,625.0,,RUE DES MORELLES,0142,1310.0,Polliat,,,01301000AD0123,,,,,,,0,3.0,Dépendance,,0.0,,,,,,,,13,7
2021-2497,2021-07-13,2,Vente,170000.0,625.0,,RUE DES MORELLES,0142,1310.0,Polliat,,,01301000AD0123,,,,,,,0,3.0,Dépendance,,0.0,,,,,,,,13,7
2021-2497,2021-07-13,2,Vente,170000.0,625.0,,RUE DES MORELLES,0142,1310.0,Polliat,,,01301000AD0123,,,,,,,0,3.0,Dépendance,,0.0,,,,,,,,13,7
2021-2502,2021-07-13,2,Vente,119116.8,,,PRE DE L ORME,B328,1160.0,Saint-Martin-du-Mont,,,01374000ZN0468,,,,,,,0,,,,,P,prés,,,3102.0,,,13,7
2021-2502,2021-07-13,3,Vente,119116.8,,,PRE DE L ORME,B328,1160.0,Saint-Martin-du-Mont,,,01374000ZN0468,,,,,,,0,,,,,P,prés,,,3102.0,,,13,7
2021-2511,2021-07-15,3,Vente,1.0,,,MARBOZ,B221,1851.0,Marboz,,,012320000D2701,,,,,,,0,,,,,S,sols,,,5.0,,,15,7
2021-2513,2021-07-22,2,Vente,1.0,,,SAINT ETIENNE DU BOIS,B107,1370.0,Saint-Étienne-du-Bois,,,013500000B1603,,,,,,,0,,,,,J,jardins,,,53.0,,,22,7
2021-2530,2021-07-21,2,Vente,55000.0,,,LA MORTELLE,B078,1190.0,Boz,,,010570000A1550,,,,,,,0,,,,,S,sols,,,514.0,,,21,7
2021-2546,2021-07-27,1,Vente,71000.0,,,LAVAL,B030,1310.0,Montracol,,,012640000A1797,,,,,,,0,,,,,AB,terrains a bâtir,,,711.0,,,27,7
2021-2548,2021-06-28,1,Vente,46000.0,,,AUX RONGEUSES,B153,1270.0,Coligny,,,01108000ZH0198,,,,,,,0,,,,,BS,taillis sous futaie,,,470.0,,,28,6
2021-2548,2021-06-28,1,Vente,46000.0,,,AUX RONGEUSES,B153,1270.0,Coligny,,,01108000ZH0204,,,,,,,0,,,,,AB,terrains a bâtir,,,279.0,,,28,6
2021-2555,2021-07-08,2,Vente,40000.0,,,LA FORET,B041,1190.0,Boissey,,,010500000A1150,,,,,,,0,,,,,P,prés,,,1042.0,,,8,7
2021-2555,2021-07-08,2,Vente,40000.0,,,LA FORET,B041,1190.0,Boissey,,,010500000A1153,,,,,,,0,,,,,P,prés,,,52.0,,,8,7
2021-2560,2021-07-15,1,Echange,125.0,1713.0,,VC CROIX RAVIER VILLENEUVE,0060,1190.0,Saint-Bénigne,,,01337000ZL0564,,,,,,,0,1.0,Maison,163.0,7.0,S,sols,,,86.0,,,15,7
2021-2560,2021-07-15,2,Echange,125.0,1745.0,,VC CROIX RAVIER VILLENEUVE,0060,1190.0,Saint-Bénigne,,,01337000ZL0558,,,,,,,0,1.0,Maison,154.0,5.0,S,sols,,,37.0,,,15,7
2021-2560,2021-07-15,2,Echange,125.0,1745.0,,VC CROIX RAVIER VILLENEUVE,0060,1190.0,Saint-Bénigne,,,01337000ZL0558,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,37.0,,,15,7
2021-2564,2021-07-16,2,Vente,3000.0,,,TERNANT CENTRE,B277,1570.0,Feillens,,,01159000AK0559,,,,,,,0,,,,,AG,terrains d'agrément,JARD,Jardin d'agrément,83.0,,,16,7
2021-2566,2021-06-30,2,Vente,266900.0,,,LES RIPPES,B099,1250.0,Ceyzériat,,,01072000AM0921,,,,,,,0,,,,,AB,terrains a bâtir,,,42.0,,,30,6
2021-2566,2021-06-30,2,Vente,266900.0,,,LES RIPPES,B099,1250.0,Ceyzériat,,,01072000AM0922,,,,,,,0,,,,,AB,terrains a bâtir,,,74.0,,,30,6
2021-2566,2021-06-30,2,Vente,266900.0,,,LES RIPPES,B099,1250.0,Ceyzériat,,,01072000AM0924,,,,,,,0,,,,,AB,terrains a bâtir,,,206.0,,,30,6
2021-2566,2021-06-30,2,Vente,266900.0,,,LES RIPPES,B099,1250.0,Ceyzériat,,,01072000AM0925,,,,,,,0,,,,,AB,terrains a bâtir,,,107.0,,,30,6
2021-2608,2021-07-20,2,Vente,215000.0,,,SUR LA ROUTE,B102,1340.0,Attignat,,,01024000AC0203,,,,,,,0,,,,,S,sols,,,249.0,,,20,7
2021-2611,2021-07-22,2,Vente,23175.0,,,BELLEVUE,B003,1310.0,Saint-Rémy,,,013850000A1396,,,,,,,0,,,,,P,prés,,,121.0,,,22,7
2021-2611,2021-07-22,2,Vente,23175.0,,,BELLEVUE,B003,1310.0,Saint-Rémy,,,013850000A1397,,,,,,,0,,,,,AG,terrains d'agrément,,,188.0,,,22,7
2021-2611,2021-07-22,2,Vente,23175.0,,,BELLEVUE,B003,1310.0,Saint-Rémy,,,013850000A1399,,,,,,,0,,,,,AG,terrains d'agrément,,,285.0,,,22,7
2021-2612,2021-07-22,1,Vente,14325.0,,,BELLEVUE,B003,1310.0,Saint-Rémy,,,013850000A1398,,,,,,,0,,,,,AG,terrains d'agrément,,,191.0,,,22,7
2021-2632,2021-07-27,2,Vente,89000.0,126.0,,CHE DU RUISSEAU,0194,1310.0,Polliat,,,01301000AE0282,,,,,,,0,,,,,AB,terrains a bâtir,,,24.0,,,27,7
2021-2632,2021-07-27,2,Vente,89000.0,126.0,,CHE DU RUISSEAU,0194,1310.0,Polliat,,,01301000AE0283,,,,,,,0,,,,,AB,terrains a bâtir,,,2.0,,,27,7
2021-2632,2021-07-27,2,Vente,89000.0,126.0,,CHE DU RUISSEAU,0194,1310.0,Polliat,,,01301000AE0284,,,,,,,0,,,,,AB,terrains a bâtir,,,131.0,,,27,7
2021-2632,2021-07-27,2,Vente,89000.0,126.0,,CHE DU RUISSEAU,0194,1310.0,Polliat,,,01301000AE0285,,,,,,,0,,,,,AB,terrains a bâtir,,,1032.0,,,27,7
2021-2648,2021-07-23,2,Vente,50000.0,,,AU BOURG,B008,1340.0,Marsonnas,,,01236000AN0688,,,,,,,0,,,,,P,prés,,,1350.0,,,23,7
2021-2648,2021-07-23,2,Vente,50000.0,,,AU BOURG,B008,1340.0,Marsonnas,,,01236000AN0690,,,,,,,0,,,,,P,prés,,,5.0,,,23,7
2021-2660,2021-07-23,1,Vente,46000.0,,,AUX RONGEUSES,B153,1270.0,Coligny,,,01108000ZH0194,,,,,,,0,,,,,BS,taillis sous futaie,,,763.0,,,23,7
2021-2662,2021-07-15,1,Vente,180000.0,1745.0,,VC CROIX RAVIER VILLENEUVE,0060,1190.0,Saint-Bénigne,,,01337000ZL0559,,,,,,,0,,,,,S,sols,,,490.0,,,15,7
2021-2662,2021-07-15,1,Vente,180000.0,5189.0,,PRES MOIROUX,B184,1190.0,Saint-Bénigne,,,01337000ZL0560,,,,,,,0,4.0,Local industriel. commercial ou assimilé,1557.0,0.0,S,sols,,,848.0,,,15,7
2021-2711,2021-07-26,2,Vente,100000.0,,,COUTARIAT,B012,1190.0,Pont-de-Vaux,,,01305000AI0175,,,,,,,0,,,,,S,sols,,,418.0,,,26,7
2021-2711,2021-07-26,2,Vente,100000.0,,,COUTARIAT,B012,1190.0,Pont-de-Vaux,,,01305000AI0176,,,,,,,0,,,,,P,prés,,,706.0,,,26,7
2021-2730,2021-07-23,1,Vente,55000.0,,,AU BOURG,B008,1340.0,Marsonnas,,,01236000AN0687,,,,,,,0,,,,,P,prés,,,1299.0,,,23,7
2021-2730,2021-07-23,1,Vente,55000.0,,,AU BOURG,B008,1340.0,Marsonnas,,,01236000AN0689,,,,,,,0,,,,,P,prés,,,7.0,,,23,7
2021-2746,2021-07-15,1,Vente,115000.0,,,MARBOZ,B221,1851.0,Marboz,,,012320000D2701,,,,,,,0,,,,,S,sols,,,5.0,,,15,7
2021-2746,2021-07-15,1,Vente,115000.0,,,MARBOZ,B221,1851.0,Marboz,,,012320000D2702,,,,,,,0,,,,,S,sols,,,36.0,,,15,7
2021-2746,2021-07-15,1,Vente,115000.0,5130.0,,MARBOZ,B221,1851.0,Marboz,,,012320000D2703,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,156.0,,,15,7
2021-2746,2021-07-15,1,Vente,115000.0,5130.0,,MARBOZ,B221,1851.0,Marboz,,,012320000D2703,,,,,,,0,1.0,Maison,114.0,4.0,S,sols,,,156.0,,,15,7
2021-2758,2021-07-29,2,Vente,11378.0,,,LES BROUILLES,B003,1310.0,Curtafond,,,01140000ZA0340,,,,,,,0,,,,,T,terres,,,11378.0,,,29,7
2021-2761,2021-08-05,2,Vente,111500.0,,,CURTARINGE,B096,1440.0,Viriat,,,01451000AA0296,,,,,,,0,,,,,P,prés,,,868.0,,,5,8
2021-2767,2021-07-19,2,Vente,7000.0,,,LA LECHERE,B067,1340.0,Marsonnas,,,01236000AO0382,,,,,,,0,,,,,J,jardins,,,126.0,,,19,7
2021-2771,2021-07-26,2,Vente,140000.0,67.0,,RTE DU VILLAGE,0208,1310.0,Curtafond,,,01140000ZH0193,,,,,,,0,3.0,Dépendance,,0.0,,,,,,,,26,7
2021-2771,2021-07-26,2,Vente,140000.0,67.0,,RTE DU VILLAGE,0208,1310.0,Curtafond,,,01140000ZH0193,,,,,,,0,1.0,Maison,86.0,3.0,,,,,,,,26,7
2021-2776,2021-07-29,1,Vente,70000.0,,,AUX VIGNETTES,B044,1380.0,Saint-André-de-Bâgé,,,013320000A2135,,,,,,,0,,,,,AB,terrains a bâtir,,,5000.0,,,29,7
2021-2776,2021-07-29,1,Vente,70000.0,,,AUX VIGNETTES,B044,1380.0,Saint-André-de-Bâgé,,,013320000A2136,,,,,,,0,,,,,S,sols,,,543.0,,,29,7
2021-2776,2021-07-29,1,Vente,70000.0,,,AUX VIGNETTES,B044,1380.0,Saint-André-de-Bâgé,,,013320000A2137,,,,,,,0,,,,,S,sols,,,4.0,,,29,7
2021-2783,2021-07-27,2,Vente,1.0,,,LE GRAND FAUBOURG SUD,B022,1190.0,Pont-de-Vaux,,,01305000AE0344,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,167.0,,,27,7
2021-2788,2021-08-02,2,Vente,65000.0,,,LE BOURG OUEST,B018,1570.0,Manziat,,,01231000AI0545,,,,,,,0,,,,,P,prés,,,883.0,,,2,8
2021-2789,2021-08-04,1,Vente,65000.0,,,LE BOURG OUEST,B018,1570.0,Manziat,,,01231000AI0546,,,,,,,0,,,,,P,prés,,,801.0,,,4,8
2021-2792,2021-07-23,2,Vente,100.0,,,LA MAGDELEINE,B033,1160.0,Varambon,,,014300000B0929,,,,,,,0,,,,,AB,terrains a bâtir,,,4.0,,,23,7
2021-2796,2021-07-28,1,Vente,56200.0,,,DOMPIERRE DE POLLIAT,B046,1310.0,Polliat,,,01301000ZA0199,,,,,,,0,,,,,P,prés,,,7.0,,,28,7
2021-2796,2021-07-28,1,Vente,56200.0,,,DOMPIERRE DE POLLIAT,B046,1310.0,Polliat,,,01301000ZA0207,,,,,,,0,,,,,T,terres,,,137.0,,,28,7
